uid,site_id,class_code,taxon_rank,utm_zone,nlcd_class,elevation,growth_form,plant_status,stem_diameter,tree_height,max_crown_diameter,ninety_crown_ciameter,canopy_position,rgb_path,hsi_path,las_path,chm_path,xmin,ymin,xmax,ymax,width,height,class_id,scientific_name,common_name
MLBS01821,MLBS,OXYDE,genus,17N,deciduousForest,813.35,single bole tree,Live,32.9,22.1,9.5,7.0,Partially shaded,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,8.0,147.0,70.0,190.0,200,200,15.0,Oxydendrum sp.,
MLBS01819,MLBS,OXYDE,genus,17N,deciduousForest,813.35,single bole tree,Live,23.6,21.8,8.4,6.8,Partially shaded,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,0.0,145.0,13.0,176.0,200,200,15.0,Oxydendrum sp.,
MLBS01864,MLBS,OXYDE,genus,17N,deciduousForest,807.66,single bole tree,Live,21.4,19.3,6.7,6.3,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,58.0,76.0,99.0,124.0,200,200,15.0,Oxydendrum sp.,
MLBS01902,MLBS,OXYDE,genus,17N,deciduousForest,794.5,single bole tree,"Live, insect damaged",12.3,12.2,5.7,5.2,Partially shaded,data/train/RemoteSensing/RGB/MLBS_23.tif,data/train/RemoteSensing/HSI/MLBS_23.tif,data/train/RemoteSensing/LAS/MLBS_23.las,data/train/RemoteSensing/CHM/MLBS_23.tif,2.0,161.0,72.0,200.0,200,200,15.0,Oxydendrum sp.,
MLBS02169,MLBS,OXYDE,genus,17N,deciduousForest,978.65,single bole tree,Live,18.3,16.2,8.7,4.6,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,0.0,46.0,32.0,106.0,200,200,15.0,Oxydendrum sp.,
MLBS02300,MLBS,OXYDE,genus,17N,deciduousForest,819.79,single bole tree,Live,11.3,13.0,7.6,6.5,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_18.tif,data/train/RemoteSensing/HSI/MLBS_18.tif,data/train/RemoteSensing/LAS/MLBS_18.las,data/train/RemoteSensing/CHM/MLBS_18.tif,95.0,142.0,127.0,173.0,200,200,15.0,Oxydendrum sp.,
MLBS02242,MLBS,OXYDE,genus,17N,deciduousForest,819.79,single bole tree,Live,11.6,12.5,5.4,4.0,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_18.tif,data/train/RemoteSensing/HSI/MLBS_18.tif,data/train/RemoteSensing/LAS/MLBS_18.las,data/train/RemoteSensing/CHM/MLBS_18.tif,38.0,28.0,72.0,53.0,200,200,15.0,Oxydendrum sp.,
MLBS02377,MLBS,OXYDE,genus,17N,deciduousForest,784.88,single bole tree,Live,11.3,13.2,5.7,5.4,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_19.tif,data/train/RemoteSensing/HSI/MLBS_19.tif,data/train/RemoteSensing/LAS/MLBS_19.las,data/train/RemoteSensing/CHM/MLBS_19.tif,116.0,179.0,146.0,197.0,200,200,15.0,Oxydendrum sp.,
MLBS02376,MLBS,OXYDE,genus,17N,deciduousForest,784.88,single bole tree,Live,21.5,13.6,6.7,6.6,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_19.tif,data/train/RemoteSensing/HSI/MLBS_19.tif,data/train/RemoteSensing/LAS/MLBS_19.las,data/train/RemoteSensing/CHM/MLBS_19.tif,113.0,120.0,180.0,170.0,200,200,15.0,Oxydendrum sp.,
OSBS01041,OSBS,PEPA37,species,17N,woodyWetlands,27.8,small tree,Live,2.4,2.9,,,,data/train/RemoteSensing/RGB/OSBS_23.tif,data/train/RemoteSensing/HSI/OSBS_23.tif,data/train/RemoteSensing/LAS/OSBS_23.las,data/train/RemoteSensing/CHM/OSBS_23.tif,41.0,57.0,60.0,71.0,200,200,16.0,Persea palustris (Raf.) Sarg.,
OSBS06151,OSBS,PEPA37,species,17N,woodyWetlands,27.8,small tree,Live,5.7,5.6,4.1,2.6,,data/train/RemoteSensing/RGB/OSBS_23.tif,data/train/RemoteSensing/HSI/OSBS_23.tif,data/train/RemoteSensing/LAS/OSBS_23.las,data/train/RemoteSensing/CHM/OSBS_23.tif,17.0,45.0,39.0,74.0,200,200,16.0,Persea palustris (Raf.) Sarg.,
OSBS01036,OSBS,PIEL,species,17N,woodyWetlands,27.8,single bole tree,No longer qualifies,55.4,31.3,,,,data/train/RemoteSensing/RGB/OSBS_23.tif,data/train/RemoteSensing/HSI/OSBS_23.tif,data/train/RemoteSensing/LAS/OSBS_23.las,data/train/RemoteSensing/CHM/OSBS_23.tif,0.0,1.0,85.0,39.0,200,200,17.0,Pinus elliottii Engelm.,
OSBS01075,OSBS,PIEL,species,17N,evergreenForest,29.21,single bole tree,Live,14.8,12.9,4.4,2.6,Partially shaded,data/train/RemoteSensing/RGB/OSBS_30.tif,data/train/RemoteSensing/HSI/OSBS_30.tif,data/train/RemoteSensing/LAS/OSBS_30.las,data/train/RemoteSensing/CHM/OSBS_30.tif,185.0,0.0,200.0,34.0,200,200,17.0,Pinus elliottii Engelm.,
OSBS00991,OSBS,PIEL,species,17N,evergreenForest,27.17,single bole tree,Live,17.0,13.7,4.5,2.5,Partially shaded,data/train/RemoteSensing/RGB/OSBS_30.tif,data/train/RemoteSensing/HSI/OSBS_30.tif,data/train/RemoteSensing/LAS/OSBS_30.las,data/train/RemoteSensing/CHM/OSBS_30.tif,169.0,108.0,200.0,147.0,200,200,17.0,Pinus elliottii Engelm.,
OSBS01202,OSBS,PIEL,species,17N,evergreenForest,27.17,single bole tree,Live,44.8,18.8,10.8,9.8,Full sun,data/train/RemoteSensing/RGB/OSBS_30.tif,data/train/RemoteSensing/HSI/OSBS_30.tif,data/train/RemoteSensing/LAS/OSBS_30.las,data/train/RemoteSensing/CHM/OSBS_30.tif,14.0,50.0,108.0,125.0,200,200,17.0,Pinus elliottii Engelm.,
OSBS01057,OSBS,PIEL,species,17N,evergreenForest,27.17,single bole tree,Live,16.6,14.2,3.3,2.5,Partially shaded,data/train/RemoteSensing/RGB/OSBS_30.tif,data/train/RemoteSensing/HSI/OSBS_30.tif,data/train/RemoteSensing/LAS/OSBS_30.las,data/train/RemoteSensing/CHM/OSBS_30.tif,150.0,58.0,174.0,72.0,200,200,17.0,Pinus elliottii Engelm.,
OSBS00994,OSBS,PIEL,species,17N,evergreenForest,27.17,single bole tree,"Live, disease damaged",22.3,14.9,4.7,2.4,Full sun,data/train/RemoteSensing/RGB/OSBS_30.tif,data/train/RemoteSensing/HSI/OSBS_30.tif,data/train/RemoteSensing/LAS/OSBS_30.las,data/train/RemoteSensing/CHM/OSBS_30.tif,170.0,42.0,200.0,108.0,200,200,17.0,Pinus elliottii Engelm.,
OSBS00115,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",10.5,13.4,,,,data/train/RemoteSensing/RGB/OSBS_1.tif,data/train/RemoteSensing/HSI/OSBS_1.tif,data/train/RemoteSensing/LAS/OSBS_1.las,data/train/RemoteSensing/CHM/OSBS_1.tif,177.0,176.0,199.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS00119,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",11.3,10.0,,,,data/train/RemoteSensing/RGB/OSBS_1.tif,data/train/RemoteSensing/HSI/OSBS_1.tif,data/train/RemoteSensing/LAS/OSBS_1.las,data/train/RemoteSensing/CHM/OSBS_1.tif,85.0,175.0,99.0,183.0,200,200,18.0,Pinus palustris Mill.,
OSBS00116,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",10.7,10.0,,,,data/train/RemoteSensing/RGB/OSBS_1.tif,data/train/RemoteSensing/HSI/OSBS_1.tif,data/train/RemoteSensing/LAS/OSBS_1.las,data/train/RemoteSensing/CHM/OSBS_1.tif,181.0,142.0,199.0,176.0,200,200,18.0,Pinus palustris Mill.,
OSBS00111,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,Live,15.7,13.9,,,,data/train/RemoteSensing/RGB/OSBS_1.tif,data/train/RemoteSensing/HSI/OSBS_1.tif,data/train/RemoteSensing/LAS/OSBS_1.las,data/train/RemoteSensing/CHM/OSBS_1.tif,68.0,187.0,107.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS00095,OSBS,PIPA2,species,17N,evergreenForest,43.72,single bole tree,"Live, broken bole",34.5,18.4,,,,data/train/RemoteSensing/RGB/OSBS_37.tif,data/train/RemoteSensing/HSI/OSBS_37.tif,data/train/RemoteSensing/LAS/OSBS_37.las,data/train/RemoteSensing/CHM/OSBS_37.tif,5.0,5.0,122.0,93.0,200,200,18.0,Pinus palustris Mill.,
OSBS00094,OSBS,PIPA2,species,17N,evergreenForest,43.72,single bole tree,"Live, disease damaged",46.2,18.4,,,,data/train/RemoteSensing/RGB/OSBS_37.tif,data/train/RemoteSensing/HSI/OSBS_37.tif,data/train/RemoteSensing/LAS/OSBS_37.las,data/train/RemoteSensing/CHM/OSBS_37.tif,29.0,72.0,108.0,172.0,200,200,18.0,Pinus palustris Mill.,
OSBS00093,OSBS,PIPA2,species,17N,evergreenForest,43.72,single bole tree,"Live, disease damaged",40.9,17.1,,,,data/train/RemoteSensing/RGB/OSBS_37.tif,data/train/RemoteSensing/HSI/OSBS_37.tif,data/train/RemoteSensing/LAS/OSBS_37.las,data/train/RemoteSensing/CHM/OSBS_37.tif,0.0,99.0,28.0,161.0,200,200,18.0,Pinus palustris Mill.,
OSBS00122,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,Live,22.4,14.9,,,,data/train/RemoteSensing/RGB/OSBS_1.tif,data/train/RemoteSensing/HSI/OSBS_1.tif,data/train/RemoteSensing/LAS/OSBS_1.las,data/train/RemoteSensing/CHM/OSBS_1.tif,113.0,8.0,177.0,69.0,200,200,18.0,Pinus palustris Mill.,
OSBS00123,OSBS,PIPA2,species,17N,evergreenForest,44.22,single bole tree,Live,25.9,14.5,,,,data/train/RemoteSensing/RGB/OSBS_1.tif,data/train/RemoteSensing/HSI/OSBS_1.tif,data/train/RemoteSensing/LAS/OSBS_1.las,data/train/RemoteSensing/CHM/OSBS_1.tif,177.0,4.0,199.0,59.0,200,200,18.0,Pinus palustris Mill.,
OSBS00121,OSBS,PIPA2,species,17N,evergreenForest,44.22,small tree,Live,5.4,5.6,,,,data/train/RemoteSensing/RGB/OSBS_1.tif,data/train/RemoteSensing/HSI/OSBS_1.tif,data/train/RemoteSensing/LAS/OSBS_1.las,data/train/RemoteSensing/CHM/OSBS_1.tif,88.0,22.0,106.0,38.0,200,200,18.0,Pinus palustris Mill.,
OSBS00098,OSBS,PIPA2,species,17N,evergreenForest,43.72,single bole tree,"Live, insect damaged",26.6,18.7,,,,data/train/RemoteSensing/RGB/OSBS_37.tif,data/train/RemoteSensing/HSI/OSBS_37.tif,data/train/RemoteSensing/LAS/OSBS_37.las,data/train/RemoteSensing/CHM/OSBS_37.tif,122.0,20.0,185.0,91.0,200,200,18.0,Pinus palustris Mill.,
OSBS00099,OSBS,PIPA2,species,17N,evergreenForest,43.72,single bole tree,"Live, disease damaged",32.6,17.5,,,,data/train/RemoteSensing/RGB/OSBS_37.tif,data/train/RemoteSensing/HSI/OSBS_37.tif,data/train/RemoteSensing/LAS/OSBS_37.las,data/train/RemoteSensing/CHM/OSBS_37.tif,157.0,64.0,196.0,109.0,200,200,18.0,Pinus palustris Mill.,
OSBS00669,OSBS,PIPA2,species,17N,evergreenForest,37.32,single bole tree,"Live, insect damaged",11.6,9.0,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,101.0,63.0,137.0,87.0,200,200,18.0,Pinus palustris Mill.,
OSBS00817,OSBS,PIPA2,species,17N,evergreenForest,38.95,single bole tree,Live,27.6,15.8,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,34.0,165.0,87.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS00661,OSBS,PIPA2,species,17N,evergreenForest,37.32,single bole tree,Live,16.6,14.8,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,99.0,11.0,128.0,43.0,200,200,18.0,Pinus palustris Mill.,
OSBS00806,OSBS,PIPA2,species,17N,evergreenForest,39.2,single bole tree,Live,23.7,12.3,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,159.0,38.0,195.0,71.0,200,200,18.0,Pinus palustris Mill.,
OSBS00643,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Standing dead,17.7,16.6,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,0.0,156.0,48.0,188.0,200,200,18.0,Pinus palustris Mill.,
OSBS00819,OSBS,PIPA2,species,17N,evergreenForest,36.61,small tree,Live,8.4,10.5,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,27.0,190.0,33.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS00816,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,16.3,14.1,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,97.0,178.0,135.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS00662,OSBS,PIPA2,species,17N,evergreenForest,31.95,single bole tree,Live,17.9,9.8,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,109.0,42.0,137.0,63.0,200,200,18.0,Pinus palustris Mill.,
OSBS00674,OSBS,PIPA2,species,17N,evergreenForest,34.59,single bole tree,Live,15.3,11.5,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,144.0,147.0,185.0,173.0,200,200,18.0,Pinus palustris Mill.,
OSBS00666,OSBS,PIPA2,species,17N,evergreenForest,37.32,single bole tree,Live,22.7,17.0,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,139.0,49.0,165.0,92.0,200,200,18.0,Pinus palustris Mill.,
OSBS00803,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,21.5,17.9,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,89.0,114.0,155.0,158.0,200,200,18.0,Pinus palustris Mill.,
OSBS00801,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,"Live, insect damaged",13.6,13.0,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,171.0,87.0,196.0,144.0,200,200,18.0,Pinus palustris Mill.,
OSBS00820,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,"Live, physically damaged",12.6,11.8,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,9.0,100.0,48.0,109.0,200,200,18.0,Pinus palustris Mill.,
OSBS00865,OSBS,PIPA2,species,17N,evergreenForest,33.02,single bole tree,Live,34.4,17.9,10.1,6.8,Full sun,data/train/RemoteSensing/RGB/OSBS_36.tif,data/train/RemoteSensing/HSI/OSBS_36.tif,data/train/RemoteSensing/LAS/OSBS_36.las,data/train/RemoteSensing/CHM/OSBS_36.tif,95.0,2.0,175.0,108.0,200,200,18.0,Pinus palustris Mill.,
OSBS00807,OSBS,PIPA2,species,17N,evergreenForest,36.61,small tree,Live,9.4,10.4,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,141.0,48.0,160.0,74.0,200,200,18.0,Pinus palustris Mill.,
OSBS00802,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,"Live,  other damage",13.4,11.1,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,141.0,95.0,170.0,128.0,200,200,18.0,Pinus palustris Mill.,
OSBS00802,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,18.5,16.5,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,141.0,95.0,170.0,128.0,200,200,18.0,Pinus palustris Mill.,
OSBS00656,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,17.5,9.0,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,10.0,99.0,52.0,154.0,200,200,18.0,Pinus palustris Mill.,
OSBS00866,OSBS,PIPA2,species,17N,evergreenForest,33.02,single bole tree,Live,22.9,13.3,5.5,3.2,Full sun,data/train/RemoteSensing/RGB/OSBS_36.tif,data/train/RemoteSensing/HSI/OSBS_36.tif,data/train/RemoteSensing/LAS/OSBS_36.las,data/train/RemoteSensing/CHM/OSBS_36.tif,176.0,41.0,184.0,69.0,200,200,18.0,Pinus palustris Mill.,
OSBS00811,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,"Live, disease damaged",22.2,16.2,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,0.0,177.0,5.0,193.0,200,200,18.0,Pinus palustris Mill.,
OSBS00849,OSBS,PIPA2,species,17N,evergreenForest,33.02,single bole tree,"Live, disease damaged",36.1,15.9,9.2,9.0,Full sun,data/train/RemoteSensing/RGB/OSBS_36.tif,data/train/RemoteSensing/HSI/OSBS_36.tif,data/train/RemoteSensing/LAS/OSBS_36.las,data/train/RemoteSensing/CHM/OSBS_36.tif,5.0,1.0,79.0,52.0,200,200,18.0,Pinus palustris Mill.,
OSBS00671,OSBS,PIPA2,species,17N,evergreenForest,34.59,single bole tree,Live,19.8,17.0,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,92.0,87.0,138.0,127.0,200,200,18.0,Pinus palustris Mill.,
OSBS00864,OSBS,PIPA2,species,17N,evergreenForest,33.02,single bole tree,"Live, disease damaged",34.6,15.7,10.6,9.1,Full sun,data/train/RemoteSensing/RGB/OSBS_36.tif,data/train/RemoteSensing/HSI/OSBS_36.tif,data/train/RemoteSensing/LAS/OSBS_36.las,data/train/RemoteSensing/CHM/OSBS_36.tif,46.0,50.0,129.0,145.0,200,200,18.0,Pinus palustris Mill.,
OSBS00683,OSBS,PIPA2,species,17N,evergreenForest,31.95,single bole tree,Live,13.2,12.9,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,0.0,20.0,20.0,50.0,200,200,18.0,Pinus palustris Mill.,
OSBS00810,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,19.7,16.1,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,106.0,34.0,144.0,65.0,200,200,18.0,Pinus palustris Mill.,
OSBS00823,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,"Live, disease damaged",12.1,14.8,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,79.0,17.0,104.0,43.0,200,200,18.0,Pinus palustris Mill.,
OSBS00657,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,18.3,11.6,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,52.0,60.0,97.0,106.0,200,200,18.0,Pinus palustris Mill.,
OSBS00824,OSBS,PIPA2,species,17N,evergreenForest,36.61,small tree,Live,5.5,7.0,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,62.0,5.0,94.0,15.0,200,200,18.0,Pinus palustris Mill.,
OSBS00898,OSBS,PIPA2,species,17N,evergreenForest,32.76,single bole tree,Live,32.3,16.8,8.8,7.9,Full sun,data/train/RemoteSensing/RGB/OSBS_9.tif,data/train/RemoteSensing/HSI/OSBS_9.tif,data/train/RemoteSensing/LAS/OSBS_9.las,data/train/RemoteSensing/CHM/OSBS_9.tif,57.0,129.0,130.0,181.0,200,200,18.0,Pinus palustris Mill.,
OSBS00910,OSBS,PIPA2,species,17N,evergreenForest,33.02,single bole tree,Live,35.3,12.3,9.2,9.1,Full sun,data/train/RemoteSensing/RGB/OSBS_9.tif,data/train/RemoteSensing/HSI/OSBS_9.tif,data/train/RemoteSensing/LAS/OSBS_9.las,data/train/RemoteSensing/CHM/OSBS_9.tif,130.0,93.0,200.0,173.0,200,200,18.0,Pinus palustris Mill.,
OSBS00677,OSBS,PIPA2,species,17N,evergreenForest,37.32,single bole tree,Live,19.4,17.1,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,98.0,173.0,128.0,200.0,200,200,18.0,Pinus palustris Mill.,
OSBS00809,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,"Live, disease damaged",20.7,17.6,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,107.0,69.0,139.0,105.0,200,200,18.0,Pinus palustris Mill.,
OSBS00805,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,19.1,14.8,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,148.0,30.0,187.0,42.0,200,200,18.0,Pinus palustris Mill.,
OSBS00815,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,"Live,  other damage",13.0,12.3,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,102.0,163.0,127.0,182.0,200,200,18.0,Pinus palustris Mill.,
OSBS00848,OSBS,PIPA2,species,17N,evergreenForest,33.02,single bole tree,Live,31.3,18.2,11.5,7.3,Full sun,data/train/RemoteSensing/RGB/OSBS_36.tif,data/train/RemoteSensing/HSI/OSBS_36.tif,data/train/RemoteSensing/LAS/OSBS_36.las,data/train/RemoteSensing/CHM/OSBS_36.tif,4.0,56.0,40.0,93.0,200,200,18.0,Pinus palustris Mill.,
OSBS00822,OSBS,PIPA2,species,17N,evergreenForest,35.76,single bole tree,Live,11.7,12.9,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,60.0,20.0,79.0,36.0,200,200,18.0,Pinus palustris Mill.,
OSBS00695,OSBS,PIPA2,species,17N,evergreenForest,31.95,small tree,Live,5.8,6.2,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,65.0,33.0,97.0,52.0,200,200,18.0,Pinus palustris Mill.,
OSBS00678,OSBS,PIPA2,species,17N,evergreenForest,37.32,single bole tree,Live,22.7,16.3,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,62.0,166.0,93.0,194.0,200,200,18.0,Pinus palustris Mill.,
OSBS00812,OSBS,PIPA2,species,17N,evergreenForest,35.76,single bole tree,Live,16.0,15.6,,,,data/train/RemoteSensing/RGB/OSBS_24.tif,data/train/RemoteSensing/HSI/OSBS_24.tif,data/train/RemoteSensing/LAS/OSBS_24.las,data/train/RemoteSensing/CHM/OSBS_24.tif,97.0,3.0,133.0,21.0,200,200,18.0,Pinus palustris Mill.,
OSBS00655,OSBS,PIPA2,species,17N,evergreenForest,36.61,single bole tree,Live,16.7,12.3,,,,data/train/RemoteSensing/RGB/OSBS_25.tif,data/train/RemoteSensing/HSI/OSBS_25.tif,data/train/RemoteSensing/LAS/OSBS_25.las,data/train/RemoteSensing/CHM/OSBS_25.tif,53.0,96.0,74.0,133.0,200,200,18.0,Pinus palustris Mill.,
